,CHIEF,DISEASE,ATTRIBUTE_TH,ATTRIBUTE_EN,HAVE_SYMPTOM,SCORE,ALARM
6232,dysuria_female,spondyloarthopathy,มีอาการช่องคลอดแห้ง ,dry_vagina,1,0.3,
6233,dysuria_female,spondyloarthopathy,คลื่นไส้อาเจียน,nausea_vomiting,1,0.3,
6234,dysuria_female,spondyloarthopathy,อ่อนเพลีย,fatigue,1,1,
6235,dysuria_female,spondyloarthopathy,เบื่ออาหาร,anorexia,1,0.8,
6236,dysuria_female,spondyloarthopathy,น้ำหนักลด,weight_loss,1,0.2,
6237,dysuria_female,spondyloarthopathy,มีอาการปวดหลังส่วนล่าง โดยมักปวดช่วงเช้า และสึกฝืดติดเวลาขยับ,low_back_pain,1,2.5,
6238,dysuria_female,spondyloarthopathy,มีอาการมองเห็นผิดปกติ แสบหรือระคายเคืองตาเป็นๆหายๆ,blurred_vision,1,2,
6239,dysuria_female,spondyloarthopathy,ท่านเพิ่งมีประวัติสวนปัสสาวะด้วยสายสวน หรืออุปกรณ์อื่นๆ มาก่อนในช่วง 5 วันที่ผ่านมา,recent_urinary_catheter,1,-2,
6240,dysuria_female,urogenital_tract_cancer,อายุ<_15,age_<_15,1,-2,
6241,dysuria_female,urogenital_tract_cancer,อายุ15-30,age_15_30,1,-0.5,
6242,dysuria_female,urogenital_tract_cancer,อายุ31-45,age_31_45,1,0.5,
6243,dysuria_female,urogenital_tract_cancer,อายุ46-60,age_46_60,1,1.6,
6244,dysuria_female,urogenital_tract_cancer,อายุ61-75,age_61_75,1,1.8,
6245,dysuria_female,urogenital_tract_cancer,อายุ_> 76,age_>_76,1,2,
6246,dysuria_female,urogenital_tract_cancer,มะเร็ง,cancer,1,2.2,
6247,dysuria_female,urogenital_tract_cancer,HIV,hiv,1,0.5,
6248,dysuria_female,urogenital_tract_cancer,ไข้,fever,1,-0.3,
6249,dysuria_female,urogenital_tract_cancer,ไข้สูงหนาวสั่น หรือไข้สูงกว่า 38'C ,fever_with_chill,1,-4,
6250,dysuria_female,urogenital_tract_cancer,ปัสสาวะแล้วแสบ,painful_urination,1,0.8,
6251,dysuria_female,urogenital_tract_cancer,ปัสสาวะบ่อยกว่าปกติ,frequent_urination,1,0.2,
6252,dysuria_female,urogenital_tract_cancer,ปัสสาวะไม่ออก หรือสะดุด,urinary_retention,1,1,
6253,dysuria_female,urogenital_tract_cancer,ปัสสาวะมีกลิ่นเหม็นผิดปกติ,foul_smell_urine,1,-2,
6254,dysuria_female,urogenital_tract_cancer,ปัสสาวะขุ่น,pyuria,1,-2,
6255,dysuria_female,urogenital_tract_cancer,ปัสสาวะมีเลือดปน,hematuria,1,1.1,
6256,dysuria_female,urogenital_tract_cancer,มีกรวดนิ่วออกมาพร้อมกับปัสสาวะ,urine_with_gravel,1,-4,
6257,dysuria_female,urogenital_tract_cancer,มีตุ่มน้ำใส แสบร้อนขึ้นบริเวณอวัยวะเพศ,genitalia_painful_vesicle,1,-4,
6258,dysuria_female,urogenital_tract_cancer,มีหนองไหลออกจากอวัยวะเพศ,genitalia_pus,1,0.2,
6259,dysuria_female,urogenital_tract_cancer,คันอวัยวะเพศ,genitalia_itchy,1,-2,
6260,dysuria_female,urogenital_tract_cancer,มีตกขาวเป็นก้อน,leukorrhea_curd,1,-1,
6261,dysuria_female,urogenital_tract_cancer,มีตกขาวมากผิดปกติ กลิ่นและสีผิดปกติ,leukorrhea_abnormal,1,-0.8,
6262,dysuria_female,urogenital_tract_cancer,มีอาการเจ็บ เวลามีเพศสัมพันธ์,painful_intercurse,1,1.8,
6263,dysuria_female,urogenital_tract_cancer,มีเลือดออกกระปิดกะปรอยทางช่องคลอด,spotting,1,1.6,
6264,dysuria_female,urogenital_tract_cancer,ปวดหน่วงท้องน้อย,pelvic_pain,1,0.5,
6265,dysuria_female,urogenital_tract_cancer,คลื่นไส้อาเจียน,nausea_vomiting,1,1.2,
6266,dysuria_female,urogenital_tract_cancer,อ่อนเพลีย,fatigue,1,1.6,
6267,dysuria_female,urogenital_tract_cancer,เบื่ออาหาร,anorexia,1,1.8,
6268,dysuria_female,urogenital_tract_cancer,น้ำหนักลด,weight_loss,1,2,
6269,dysuria_female,urogenital_tract_cancer,มีอาการปวดหลังส่วนล่าง โดยมักปวดช่วงเช้า และสึกฝืดติดเวลาขยับ,low_back_pain,1,-0.7,
6270,dysuria_female,urogenital_tract_cancer,มีอาการมองเห็นผิดปกติ แสบหรือระคายเคืองตาเป็นๆหายๆ,blurred_vision,1,-4,
6271,dysuria_female,urogenital_tract_cancer,ท่านเพิ่งมีประวัติสวนปัสสาวะด้วยสายสวน หรืออุปกรณ์อื่นๆ มาก่อนในช่วง 5 วันที่ผ่านมา,recent_urinary_catheter,1,-1,
6272,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,เพศชาย,male,1,0.5,
6273,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,เพศหญิง,female,1,2,
6274,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,มะเร็ง,cancer,1,3,
6275,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ตัวเขียว,cyanosis,1,3,alarm
6276,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,เหนื่อยเวลาพูด,dyspnea_when_speaking,1,2,alarm
6277,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ใช้กล้ามเนื้อมากขึ้นเวลาหายใจ,accessory_muscles_use_when_breathing,1,2,alarm
6278,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,เจ็บแน่นอก,chest_pain,1,4,alarm
6279,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ไอปนเลือด,hemoptysis,1,4,alarm
6280,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ประวัติมะเร็งในครอบครัว,family_history_of_cancer,1,3,
6281,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ประวัติบาดเจ็บรุนแรงที่ขาหรือขาหัก,history_of_severe_injury_in_the_legs_or_broken_legs,1,4,
6282,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ประวัติลิ่มเลือดอุดตัน,history_of_thrombosis,1,4,
6283,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ประวัตินอนติดเตียงเป็นเวลานาน,history_of_bed_riddden,1,4,
6284,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ไอแห้ง,dry_cough,1,2,
6285,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ไม่_ไอมีเสมหะ,productive_cough,0,2,
6286,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ไข้,fever,1,3,
6287,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,เบื่ออาหาร,anorexia,1,2,
6288,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ขาบวม1ข้างก่อนหน้านี้,edema_one_leg,1,4,
6289,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ขาบวม2ข้างก่อนหน้านี้,edema_two_legs,1,2,
6290,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ไม่_ไอเรื้อรัง > 2 สัปดาห์,chronic_cough_>_2_weeks,0,2,
6291,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ใจสั่น,palpitation,1,2,
6292,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ไม่_หน้าบวม ปากบวม,swollen_face_and_mouth,0,2,
6293,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,เวียนศีรษะหน้ามืด,dizziness,1,4,
6294,dyspnea_acute_lesser_4_weeks,pulmonary_embolism,ไม่_ขยับร่างกายได้ช้าลง,moving_muscles_slowly,0,2,
6295,dyspnea_acute_lesser_4_weeks,foreign_body,เพศชาย,male,1,1,
6296,dyspnea_acute_lesser_4_weeks,foreign_body,เพศหญิง,female,1,1,
6297,dyspnea_acute_lesser_4_weeks,foreign_body,เหนื่อยเวลาพูด,dyspnea_when_speaking,1,2,alarm
6298,dyspnea_acute_lesser_4_weeks,foreign_body,ไอปนเลือด,hemoptysis,1,2,alarm
6299,dyspnea_acute_lesser_4_weeks,foreign_body,ดื่มสุราเกือบทุกวัน,drink_alcohol_almost_every_day,1,3,
6300,dyspnea_acute_lesser_4_weeks,foreign_body,ไอมีเสมหะ,productive_cough,1,3,
6301,dyspnea_acute_lesser_4_weeks,foreign_body,ไข้,fever,1,3,
6302,dyspnea_acute_lesser_4_weeks,foreign_body,ค่อยๆเหนื่อยง่ายมากขึ้นมาเป็นเวลานาน,decrease_functional_capacity,1,2,
6303,dyspnea_acute_lesser_4_weeks,foreign_body,หายใจมีเสียงวี้ด,wheezing,1,1,
6304,dyspnea_acute_lesser_4_weeks,foreign_body,ไม่_เบื่ออาหาร,anorexia,0,3,
6305,dyspnea_acute_lesser_4_weeks,foreign_body,สำลักอาหารบ่อยๆ,food_aspiration,1,5,
6306,dyspnea_acute_lesser_4_weeks,foreign_body,ไอเรื้อรัง > 2 สัปดาห์,chronic_cough_>_2_weeks,1,2,
6307,dyspnea_acute_lesser_4_weeks,foreign_body,ไม่_น้ำหนักลดโดยไม่ตั้งใจ,unintentional_weight_loss,0,2,
6308,dyspnea_acute_lesser_4_weeks,foreign_body,ไม่_ใจสั่น,palpitation,0,2,
6309,dyspnea_acute_lesser_4_weeks,foreign_body,ไม่_หน้าบวม ปากบวม,swollen_face_and_mouth,0,2,
6310,dyspnea_acute_lesser_4_weeks,foreign_body,ไม่_ขยับร่างกายได้ช้าลง,moving_muscles_slowly,0,2,
6311,dyspnea_acute_lesser_4_weeks,copd_exacerbation,เพศชาย,male,1,2,
6312,dyspnea_acute_lesser_4_weeks,copd_exacerbation,เพศหญิง,female,1,2,
6313,dyspnea_acute_lesser_4_weeks,copd_exacerbation,อายุ_>50,age_>_50,1,5,
6314,dyspnea_acute_lesser_4_weeks,copd_exacerbation,เหนื่อยเวลาพูด,dyspnea_when_speaking,1,2,alarm
6315,dyspnea_acute_lesser_4_weeks,copd_exacerbation,ใช้กล้ามเนื้อมากขึ้นเวลาหายใจ,accessory_muscles_use_when_breathing,1,2,alarm
6316,dyspnea_acute_lesser_4_weeks,copd_exacerbation,สูบบุหรี่,smoking,1,5,
6317,dyspnea_acute_lesser_4_weeks,copd_exacerbation,สัมผัสควันเป็นเวลานาน รวมถึงควันบุหรี่,experience_the_smoke_for_a_long_time_including_cigarette_smoke,1,5,
6318,dyspnea_acute_lesser_4_weeks,acute_pneumonia,ไม่_มองเห็นภาพซ้อน,diplopia,0,2,
6319,dyspnea_acute_lesser_4_weeks,copd_exacerbation,ค่อยๆเหนื่อยง่ายมากขึ้นมาเป็นเวลานาน,decrease_functional_capacity,1,4,
6320,dyspnea_acute_lesser_4_weeks,copd_exacerbation,หายใจมีเสียงวี้ด,wheezing,1,5,
6321,dyspnea_acute_lesser_4_weeks,copd_exacerbation,เบื่ออาหาร,anorexia,1,2,
6322,dyspnea_acute_lesser_4_weeks,copd_exacerbation,ไม่_ขาบวม2ข้างก่อนหน้านี้,edema_two_legs,0,2,
6323,dyspnea_acute_lesser_4_weeks,copd_exacerbation,ตื่นหอบเหนื่อยตอนกลางคืน,night_dyspnea,1,4,
6324,dyspnea_acute_lesser_4_weeks,copd_exacerbation,ไอเรื้อรัง > 2 สัปดาห์,chronic_cough_>_2_weeks,1,5,
6325,dyspnea_acute_lesser_4_weeks,copd_exacerbation,ไม่_หน้าบวม ปากบวม,swollen_face_and_mouth,0,2,
6326,dyspnea_acute_lesser_4_weeks,copd_exacerbation,ไม่_มองเห็นภาพซ้อน,diplopia,0,2,
6327,dyspnea_acute_lesser_4_weeks,copd_exacerbation,ขยับร่างกายได้ช้าลง,moving_muscles_slowly,1,1,
6328,dyspnea_acute_lesser_4_weeks,copd_exacerbation,ไม่_ท้องโต ท้องมาน,ascites,0,2,
6329,dyspnea_acute_lesser_4_weeks,copd_exacerbation,เหนื่อยมากขึ้นเมื่ออากาศเย็น,dyspnea_by_cold_weather,1,4,
6330,dyspnea_acute_lesser_4_weeks,copd_exacerbation,เหนื่อยมากขึ้นตอนออกแรง,dyspnea_on_exertion,1,2,
6331,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,เพศชาย,male,1,2,
6332,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,เพศหญิง,female,1,2,
6333,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,อายุ15-25,age_15_25,1,4,
6334,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,อายุ25-50,age_25_50,1,3,
6335,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,เหนื่อยเวลาพูด,dyspnea_when_speaking,1,2,alarm
6336,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,ใช้กล้ามเนื้อมากขึ้นเวลาหายใจ,accessory_muscles_use_when_breathing,1,3,alarm
6337,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,เจ็บแน่นอก,chest_pain,1,1,alarm
6338,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,เคยเป็นภูมิแพ้ ลมพิษเรื้อรัง,history_of_allergy_or_chronic_urticaria,1,5,
6339,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,สูบบุหรี่,smoking,1,1,
6340,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,สัมผัสควันเป็นเวลานาน รวมถึงควันบุหรี่,experience_the_smoke_for_a_long_time_including_cigarette_smoke,1,1,
6341,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,ไอแห้ง,dry_cough,1,4,
6342,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,ไอมีเสมหะ,productive_cough,1,2,
6343,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,ไม่_ไข้,fever,0,3,
6344,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,หายใจมีเสียงวี้ด,wheezing,1,5,
6345,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,ไม่_เบื่ออาหาร,anorexia,0,2,
6346,dyspnea_acute_lesser_4_weeks,acute_asthmatic_attack,ไม่_ขาบวม2ข้างก่อนหน้านี้,edema_two_legs,0,2,
